;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;;29 Projeto_de_Sistemas_de_Software CC 6 ANDRE S-40 O-30 ;;
09h00;;;;29 Projeto_de_Sistemas_de_Software CC 6 ANDRE S-40 O-30 ;;
10h00;;;;;;
11h00;;;;;;
13h30;10 Banco_de_Dados CC 4 LEANDRO S-40 O-30 ;;;78 Logica_e_Tecnica_de_Programacao GE 7 LEANDRO S-40 O-40 ;34 Topicos_Especiais_Inteligencia_Artificial CC 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;
14h30;10 Banco_de_Dados CC 4 LEANDRO S-40 O-30 ;;;78 Logica_e_Tecnica_de_Programacao GE 7 LEANDRO S-40 O-40 ;34 Topicos_Especiais_Inteligencia_Artificial CC 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;
15h30;;;;;;
16h30;;;;;;
18h20;48 Estrutura_de_Dados_II SI 4 MARCELO S-40 O-30 ;;;;73 Programacao_I MA 1 ROMULO S-40 O-28 ;
19h10;48 Estrutura_de_Dados_II SI 4 MARCELO S-40 O-30 ;;;;73 Programacao_I MA 1 ROMULO S-40 O-28 ;
20h00;47 Engenharia_de_Requisitos_de_Software SI 4 ANDRE S-40 O-40 ;;;;39 Fundamentos_de_Programacao_Web SI 2 BRUNO_VILELA_OLIVEIRA S-40 O-40 ;
21h00;47 Engenharia_de_Requisitos_de_Software SI 4 ANDRE S-40 O-40 ;;;;39 Fundamentos_de_Programacao_Web SI 2 BRUNO_VILELA_OLIVEIRA S-40 O-40 ;
21h50;;;;;;
