;SEG;TER;QUA;QUI;SEX;
07h00;;70 Informatica AG 1 ROMULO S-40 O-40 ;;71 Informatica EF 1 ROMULO S-40 O-40 ;;
08h00;;70 Informatica AG 1 ROMULO S-40 O-40 ;;71 Informatica EF 1 ROMULO S-40 O-40 ;;
09h00;;70 Informatica AG 1 ROMULO S-40 O-40 ;;71 Informatica EF 1 ROMULO S-40 O-40 ;;
10h00;;27 Interface_Humano-Computador CC 6 SIMONE_DORNELAS_COSTA S-40 O-20 ;;;;
11h00;;27 Interface_Humano-Computador CC 6 SIMONE_DORNELAS_COSTA S-40 O-20 ;;;;
13h30;12 Engenharia_de_Software CC 4 ANDRE S-40 O-30 ;34 Topicos_Especiais_Inteligencia_Artificial CC 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;31 Sistemas_Distribuidos CC 6 FABRICIO S-40 O-20 ;77 Logica_e_Tecnica_de_Programacao EA 3 LEANDRO S-40 O-40 ;;
14h30;12 Engenharia_de_Software CC 4 ANDRE S-40 O-30 ;34 Topicos_Especiais_Inteligencia_Artificial CC 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;31 Sistemas_Distribuidos CC 6 FABRICIO S-40 O-20 ;77 Logica_e_Tecnica_de_Programacao EA 3 LEANDRO S-40 O-40 ;;
15h30;;33 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;;24 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;
16h30;;33 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;;24 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;
18h20;48 Estrutura_de_Dados_II SI 4 MARCELO S-40 O-30 ;65 Gerenciamento_Administracao_Redes SI 8 HELDER_DE_AMORIM_MENDES S-40 O-20 ;;72 Programacao_I MA 1 ROMULO S-40 O-28 ;50 Programacao_II SI 4 BRUNO_VILELA_OLIVEIRA S-40 O-30 ;
19h10;48 Estrutura_de_Dados_II SI 4 MARCELO S-40 O-30 ;65 Gerenciamento_Administracao_Redes SI 8 HELDER_DE_AMORIM_MENDES S-40 O-20 ;;72 Programacao_I MA 1 ROMULO S-40 O-28 ;50 Programacao_II SI 4 BRUNO_VILELA_OLIVEIRA S-40 O-30 ;
20h00;;;69 Seguranca_em_Redes SI 8 HELDER_DE_AMORIM_MENDES S-40 O-20 ;56 Gerenciamento_de_Banco_de_Dados SI 6 LEANDRO S-40 O-20 ;;
21h00;;;69 Seguranca_em_Redes SI 8 HELDER_DE_AMORIM_MENDES S-40 O-20 ;56 Gerenciamento_de_Banco_de_Dados SI 6 LEANDRO S-40 O-20 ;;
21h50;;;;;;
