;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;;;;
09h00;;;;;;
10h00;;;79 Logica_e_Tecnica_de_Programacao GE 7 LEANDRO S-40 O-40 ;;;
11h00;;;79 Logica_e_Tecnica_de_Programacao GE 7 LEANDRO S-40 O-40 ;;;
13h30;;37 Topicos_Especiais_Otimizacao CC 8 DAYAN S-40 O-30 ;16 Otimizacao_Linear CC 4 GERALDO_REGIS_MAURI S-40 O-30 ;76 Logica_e_Tecnica_de_Programacao EA 3 LEANDRO S-40 O-40 ;29 Projeto_de_Sistemas_de_Software CC 6 ANDRE S-40 O-30 ;
14h30;;37 Topicos_Especiais_Otimizacao CC 8 DAYAN S-40 O-30 ;16 Otimizacao_Linear CC 4 GERALDO_REGIS_MAURI S-40 O-30 ;76 Logica_e_Tecnica_de_Programacao EA 3 LEANDRO S-40 O-40 ;29 Projeto_de_Sistemas_de_Software CC 6 ANDRE S-40 O-30 ;
15h30;;23 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;35 Topicos_Especiais_Inteligencia_Artificial CC 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;77 Logica_e_Tecnica_de_Programacao EA 3 LEANDRO S-40 O-40 ;
16h30;;23 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;35 Topicos_Especiais_Inteligencia_Artificial CC 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;77 Logica_e_Tecnica_de_Programacao EA 3 LEANDRO S-40 O-40 ;
18h20;75 Programacao_I SI 1 ROMULO S-40 O-30 ;73 Programacao_I MA 1 ROMULO S-40 O-28 ;;;62 Desenvolvimento_de_Sistemas_para_WEB SI 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-20 ;
19h10;75 Programacao_I SI 1 ROMULO S-40 O-30 ;73 Programacao_I MA 1 ROMULO S-40 O-28 ;;;62 Desenvolvimento_de_Sistemas_para_WEB SI 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-20 ;
20h00;;54 Gerencia_de_Projeto_de_Software SI 6 ANDRE S-40 O-20 ;69 Seguranca_em_Redes SI 8 HELDER_DE_AMORIM_MENDES S-40 O-20 ;;;
21h00;;54 Gerencia_de_Projeto_de_Software SI 6 ANDRE S-40 O-20 ;69 Seguranca_em_Redes SI 8 HELDER_DE_AMORIM_MENDES S-40 O-20 ;;;
21h50;;;;;;
