;SEG;TER;QUA;QUI;SEX;
07h00;;70 Informatica AG 1 ROMULO S-40 O-40 ;;;;
08h00;;70 Informatica AG 1 ROMULO S-40 O-40 ;;10 Banco_de_Dados CC 4 LEANDRO S-40 O-30 ;;
09h00;;70 Informatica AG 1 ROMULO S-40 O-40 ;;10 Banco_de_Dados CC 4 LEANDRO S-40 O-30 ;;
10h00;3 Estrutura_de_Dados_I CC 2 MARCELO S-40 O-40 ;12 Engenharia_de_Software CC 4 ANDRE S-40 O-30 ;32 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;;;
11h00;3 Estrutura_de_Dados_I CC 2 MARCELO S-40 O-40 ;12 Engenharia_de_Software CC 4 ANDRE S-40 O-30 ;32 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;;;
13h30;;;36 Topicos_Especiais_Otimizacao CC 8 DAYAN S-40 O-30 ;15 Otimizacao_Linear CC 4 GERALDO_REGIS_MAURI S-40 O-30 ;2 Estrutura_de_Dados_I CC 2 MARCELO S-40 O-40 ;
14h30;;;36 Topicos_Especiais_Otimizacao CC 8 DAYAN S-40 O-30 ;15 Otimizacao_Linear CC 4 GERALDO_REGIS_MAURI S-40 O-30 ;2 Estrutura_de_Dados_I CC 2 MARCELO S-40 O-40 ;
15h30;24 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;;78 Logica_e_Tecnica_de_Programacao GE 7 LEANDRO S-40 O-40 ;;
16h30;24 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;;78 Logica_e_Tecnica_de_Programacao GE 7 LEANDRO S-40 O-40 ;;
18h20;48 Estrutura_de_Dados_II SI 4 MARCELO S-40 O-30 ;;51 Programacao_II SI 4 BRUNO_VILELA_OLIVEIRA S-40 O-30 ;;47 Engenharia_de_Requisitos_de_Software SI 4 ANDRE S-40 O-40 ;
19h10;48 Estrutura_de_Dados_II SI 4 MARCELO S-40 O-30 ;;51 Programacao_II SI 4 BRUNO_VILELA_OLIVEIRA S-40 O-30 ;;47 Engenharia_de_Requisitos_de_Software SI 4 ANDRE S-40 O-40 ;
20h00;;39 Fundamentos_de_Programacao_Web SI 2 BRUNO_VILELA_OLIVEIRA S-40 O-40 ;;55 Gerenciamento_de_Banco_de_Dados SI 6 LEANDRO S-40 O-20 ;49 Estrutura_de_Dados_II SI 4 MARCELO S-40 O-30 ;
21h00;;39 Fundamentos_de_Programacao_Web SI 2 BRUNO_VILELA_OLIVEIRA S-40 O-40 ;;55 Gerenciamento_de_Banco_de_Dados SI 6 LEANDRO S-40 O-20 ;49 Estrutura_de_Dados_II SI 4 MARCELO S-40 O-30 ;
21h50;;;;;;
