;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;14 Linguagens_Formais_Automatos CC 4 JULIANA_PINHEIRO_CAMPOS S-55 O-30 ;21 Analise_Proj_Algoritmos CC 6 RODRIGO_FREITAS_SILVA S-55 O-30 ;;;
09h00;;14 Linguagens_Formais_Automatos CC 4 JULIANA_PINHEIRO_CAMPOS S-55 O-30 ;21 Analise_Proj_Algoritmos CC 6 RODRIGO_FREITAS_SILVA S-55 O-30 ;;;
10h00;;;;0 circuitos_Digitais CC 2 VALERIA_ALVES_DA_SILVA S-55 O-30 ;18 Sistemas_Operacionais CC 4 FABRICIO S-55 O-20 ;
11h00;;;;0 circuitos_Digitais CC 2 VALERIA_ALVES_DA_SILVA S-55 O-30 ;18 Sistemas_Operacionais CC 4 FABRICIO S-55 O-20 ;
13h30;17 Sistemas_Operacionais CC 4 FABRICIO S-55 O-20 ;;;;;
14h30;17 Sistemas_Operacionais CC 4 FABRICIO S-55 O-20 ;;;;;
15h30;1 circuitos_Digitais CC 2 ROMULO S-55 O-30 ;;;;;
16h30;1 circuitos_Digitais CC 2 ROMULO S-55 O-30 ;;;;;
18h20;;40 Matematica_Discreta SI 2 EDMAR_HELL_KAMPKE S-55 O-40 ;;89 Empreendedorismo SI 8 Wendel S-55 O-40 ;;
19h10;;40 Matematica_Discreta SI 2 EDMAR_HELL_KAMPKE S-55 O-40 ;;89 Empreendedorismo SI 8 Wendel S-55 O-40 ;;
20h00;;;;;43 Teoria_Geral_Sistemas SI 2 SIMONE_DORNELAS_COSTA S-55 O-40 ;
21h00;;;;;43 Teoria_Geral_Sistemas SI 2 SIMONE_DORNELAS_COSTA S-55 O-40 ;
21h50;;;;;;
