;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;9 Banco_de_Dados CC 4 LEANDRO S-40 O-30 ;29 Projeto_de_Sistemas_de_Software CC 6 ANDRE S-40 O-30 ;;;
09h00;;9 Banco_de_Dados CC 4 LEANDRO S-40 O-30 ;29 Projeto_de_Sistemas_de_Software CC 6 ANDRE S-40 O-30 ;;;
10h00;12 Engenharia_de_Software CC 4 ANDRE S-40 O-30 ;15 Otimizacao_Linear CC 4 GERALDO_REGIS_MAURI S-40 O-30 ;33 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;;23 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;
11h00;12 Engenharia_de_Software CC 4 ANDRE S-40 O-30 ;15 Otimizacao_Linear CC 4 GERALDO_REGIS_MAURI S-40 O-30 ;33 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;;23 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;
13h30;;77 Logica_e_Tecnica_de_Programacao EA 3 LEANDRO S-40 O-40 ;;;;
14h30;;77 Logica_e_Tecnica_de_Programacao EA 3 LEANDRO S-40 O-40 ;;;;
15h30;;27 Interface_Humano-Computador CC 6 SIMONE_DORNELAS_COSTA S-40 O-20 ;;24 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;
16h30;;27 Interface_Humano-Computador CC 6 SIMONE_DORNELAS_COSTA S-40 O-20 ;;24 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;
18h20;67 Gestao_Qualidade_de_Software SI 8 ANDRE S-40 O-20 ;73 Programacao_I MA 1 ROMULO S-40 O-28 ;;;64 Gerenciamento_Administracao_Redes SI 8 HELDER_DE_AMORIM_MENDES S-40 O-20 ;
19h10;67 Gestao_Qualidade_de_Software SI 8 ANDRE S-40 O-20 ;73 Programacao_I MA 1 ROMULO S-40 O-28 ;;;64 Gerenciamento_Administracao_Redes SI 8 HELDER_DE_AMORIM_MENDES S-40 O-20 ;
20h00;59 Metodos_de_Otimizacao SI 6 GERALDO_REGIS_MAURI S-40 O-20 ;;63 Desenvolvimento_de_Sistemas_para_WEB SI 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-20 ;;;
21h00;59 Metodos_de_Otimizacao SI 6 GERALDO_REGIS_MAURI S-40 O-20 ;;63 Desenvolvimento_de_Sistemas_para_WEB SI 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-20 ;;;
21h50;;;;;;
