;SEG;TER;QUA;QUI;SEX;
07h00;;;;70 Informatica AG 1 ROMULO S-40 O-40 ;;
08h00;;;;70 Informatica AG 1 ROMULO S-40 O-40 ;31 Sistemas_Distribuidos CC 6 FABRICIO S-40 O-20 ;
09h00;;;;70 Informatica AG 1 ROMULO S-40 O-40 ;31 Sistemas_Distribuidos CC 6 FABRICIO S-40 O-20 ;
10h00;;;;11 Engenharia_de_Software CC 4 ANDRE S-40 O-30 ;;
11h00;;;;11 Engenharia_de_Software CC 4 ANDRE S-40 O-30 ;;
13h30;10 Banco_de_Dados CC 4 LEANDRO S-40 O-30 ;;34 Topicos_Especiais_Inteligencia_Artificial CC 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;;;
14h30;10 Banco_de_Dados CC 4 LEANDRO S-40 O-30 ;;34 Topicos_Especiais_Inteligencia_Artificial CC 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;;;
15h30;26 Interface_Humano-Computador CC 6 SIMONE_DORNELAS_COSTA S-40 O-20 ;78 Logica_e_Tecnica_de_Programacao GE 7 LEANDRO S-40 O-40 ;76 Logica_e_Tecnica_de_Programacao EA 3 LEANDRO S-40 O-40 ;36 Topicos_Especiais_Otimizacao CC 8 DAYAN S-40 O-30 ;;
16h30;26 Interface_Humano-Computador CC 6 SIMONE_DORNELAS_COSTA S-40 O-20 ;78 Logica_e_Tecnica_de_Programacao GE 7 LEANDRO S-40 O-40 ;76 Logica_e_Tecnica_de_Programacao EA 3 LEANDRO S-40 O-40 ;36 Topicos_Especiais_Otimizacao CC 8 DAYAN S-40 O-30 ;;
18h20;50 Programacao_II SI 4 BRUNO_VILELA_OLIVEIRA S-40 O-30 ;;74 Programacao_I SI 1 ROMULO S-40 O-30 ;75 Programacao_I SI 1 ROMULO S-40 O-30 ;;
19h10;50 Programacao_II SI 4 BRUNO_VILELA_OLIVEIRA S-40 O-30 ;;74 Programacao_I SI 1 ROMULO S-40 O-30 ;75 Programacao_I SI 1 ROMULO S-40 O-30 ;;
20h00;;;;47 Engenharia_de_Requisitos_de_Software SI 4 ANDRE S-40 O-40 ;51 Programacao_II SI 4 BRUNO_VILELA_OLIVEIRA S-40 O-30 ;
21h00;;;;47 Engenharia_de_Requisitos_de_Software SI 4 ANDRE S-40 O-40 ;51 Programacao_II SI 4 BRUNO_VILELA_OLIVEIRA S-40 O-30 ;
21h50;;;;;;
