;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;;;;
09h00;;;;;;
10h00;;;;;;
11h00;;;;;;
13h30;;;;;;
14h30;;;;;;
15h30;CFM11061 Empreendedorismo;;;;;
16h30;CFM11061 Empreendedorismo;;;;;
18h20;;;;CFM11061 Empreendedorismo;;
19h10;;;;CFM11061 Empreendedorismo;;
20h00;;;;;;
21h00;;;;;;
21h50;;;;;;
