;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;19 Teoria_Grafos CC 4 EDMAR_HELL_KAMPKE S-55 O-30 ;17 Sistemas_Operacionais CC 4 FABRICIO S-55 O-20 ;;
09h00;;;19 Teoria_Grafos CC 4 EDMAR_HELL_KAMPKE S-55 O-30 ;17 Sistemas_Operacionais CC 4 FABRICIO S-55 O-20 ;;
10h00;4 Informatica_e_Sociedade CC 2 LARICE_NOGUEIRA_DE_ANDRADE S-55 O-30 ;;;20 Teoria_Grafos CC 4 EDMAR_HELL_KAMPKE S-55 O-30 ;7 Algoritmos_Numericos CC 4 Prof_Algoritmos_Numericos S-55 O-30 ;
11h00;4 Informatica_e_Sociedade CC 2 LARICE_NOGUEIRA_DE_ANDRADE S-55 O-30 ;;;20 Teoria_Grafos CC 4 EDMAR_HELL_KAMPKE S-55 O-30 ;7 Algoritmos_Numericos CC 4 Prof_Algoritmos_Numericos S-55 O-30 ;
13h30;;;;;;
14h30;;;;;;
15h30;;;;;;
16h30;;;;;;
18h20;;;;89 Empreendedorismo SI 8 Wendel S-55 O-40 ;;
19h10;;;;89 Empreendedorismo SI 8 Wendel S-55 O-40 ;;
20h00;;;;;;
21h00;;;;;;
21h50;;;;;;
