;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;;;;
09h00;;;;;;
10h00;;;;;;
11h00;;;;;;
13h30;;;;;;
14h30;;;;;;
15h30;;;;;;
16h30;;;;;;
18h20;57 Metodologia_de_Pesquisa_em_Informatica SI 6 LARICE_NOGUEIRA_DE_ANDRADE S-65 O-40 ;87 Estatistica SI 4 Prof_Estatistica_Basica S-65 O-40 ;;88 Estatistica SI 4 Prof_Estatistica_Basica S-65 O-40 ;;
19h10;57 Metodologia_de_Pesquisa_em_Informatica SI 6 LARICE_NOGUEIRA_DE_ANDRADE S-65 O-40 ;87 Estatistica SI 4 Prof_Estatistica_Basica S-65 O-40 ;;88 Estatistica SI 4 Prof_Estatistica_Basica S-65 O-40 ;;
20h00;;43 Teoria_Geral_Sistemas SI 2 SIMONE_DORNELAS_COSTA S-65 O-40 ;;44 Arquitetura_de_Computadores SI 4 VALERIA_ALVES_DA_SILVA S-65 O-50 ;;
21h00;;43 Teoria_Geral_Sistemas SI 2 SIMONE_DORNELAS_COSTA S-65 O-40 ;;44 Arquitetura_de_Computadores SI 4 VALERIA_ALVES_DA_SILVA S-65 O-50 ;;
21h50;;;;;;
