;SEG;TER;QUA;QUI;SEX;
07h00;;;;70 Informatica AG 1 ROMULO S-40 O-40 ;71 Informatica EF 1 ROMULO S-40 O-40 ;
08h00;;30 Sistemas_Distribuidos CC 6 FABRICIO S-40 O-20 ;2 Estrutura_de_Dados_I CC 2 MARCELO S-40 O-40 ;70 Informatica AG 1 ROMULO S-40 O-40 ;71 Informatica EF 1 ROMULO S-40 O-40 ;
09h00;;30 Sistemas_Distribuidos CC 6 FABRICIO S-40 O-20 ;2 Estrutura_de_Dados_I CC 2 MARCELO S-40 O-40 ;70 Informatica AG 1 ROMULO S-40 O-40 ;71 Informatica EF 1 ROMULO S-40 O-40 ;
10h00;;;;;;
11h00;;;;;;
13h30;9 Banco_de_Dados CC 4 LEANDRO S-40 O-30 ;77 Logica_e_Tecnica_de_Programacao EA 3 LEANDRO S-40 O-40 ;24 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;;
14h30;9 Banco_de_Dados CC 4 LEANDRO S-40 O-30 ;77 Logica_e_Tecnica_de_Programacao EA 3 LEANDRO S-40 O-40 ;24 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;;
15h30;;27 Interface_Humano-Computador CC 6 SIMONE_DORNELAS_COSTA S-40 O-20 ;;32 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;;
16h30;;27 Interface_Humano-Computador CC 6 SIMONE_DORNELAS_COSTA S-40 O-20 ;;32 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;;
18h20;;38 Fundamentos_de_Programacao_Web SI 2 BRUNO_VILELA_OLIVEIRA S-40 O-40 ;48 Estrutura_de_Dados_II SI 4 MARCELO S-40 O-30 ;74 Programacao_I SI 1 ROMULO S-40 O-30 ;49 Estrutura_de_Dados_II SI 4 MARCELO S-40 O-30 ;
19h10;;38 Fundamentos_de_Programacao_Web SI 2 BRUNO_VILELA_OLIVEIRA S-40 O-40 ;48 Estrutura_de_Dados_II SI 4 MARCELO S-40 O-30 ;74 Programacao_I SI 1 ROMULO S-40 O-30 ;49 Estrutura_de_Dados_II SI 4 MARCELO S-40 O-30 ;
20h00;68 Seguranca_em_Redes SI 8 HELDER_DE_AMORIM_MENDES S-40 O-20 ;;54 Gerencia_de_Projeto_de_Software SI 6 ANDRE S-40 O-20 ;;;
21h00;68 Seguranca_em_Redes SI 8 HELDER_DE_AMORIM_MENDES S-40 O-20 ;;54 Gerencia_de_Projeto_de_Software SI 6 ANDRE S-40 O-20 ;;;
21h50;;;;;;
