;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;;;;
09h00;;;;;;
10h00;;;;;;
11h00;;;;;;
13h30;;;;;;
14h30;;;;;;
15h30;;;;;;
16h30;;;;;;
18h20;COM10608 Gerenciamento_Administracao_Redes;;;;;
19h10;COM10608 Gerenciamento_Administracao_Redes;;;;;
20h00;ENG10792 Seguranca_em_Redes;COM10608 Gerenciamento_Administracao_Redes;ENG10792 Seguranca_em_Redes;;;
21h00;ENG10792 Seguranca_em_Redes;COM10608 Gerenciamento_Administracao_Redes;ENG10792 Seguranca_em_Redes;;;
21h50;;;;;;
