;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;;;;
09h00;;;;;;
10h00;;14 Linguagens_Formais_Automatos CC 4 JULIANA_PINHEIRO_CAMPOS S-55 O-30 ;;8 Algoritmos_Numericos CC 4 Prof_Algoritmos_Numericos S-55 O-30 ;;
11h00;;14 Linguagens_Formais_Automatos CC 4 JULIANA_PINHEIRO_CAMPOS S-55 O-30 ;;8 Algoritmos_Numericos CC 4 Prof_Algoritmos_Numericos S-55 O-30 ;;
13h30;;7 Algoritmos_Numericos CC 4 Prof_Algoritmos_Numericos S-55 O-30 ;;19 Teoria_Grafos CC 4 EDMAR_HELL_KAMPKE S-55 O-30 ;;
14h30;;7 Algoritmos_Numericos CC 4 Prof_Algoritmos_Numericos S-55 O-30 ;;19 Teoria_Grafos CC 4 EDMAR_HELL_KAMPKE S-55 O-30 ;;
15h30;;;;25 Direito_Legislacao CC 6 LARICE_NOGUEIRA_DE_ANDRADE S-55 O-30 ;0 circuitos_Digitais CC 2 VALERIA_ALVES_DA_SILVA S-55 O-30 ;
16h30;;;;25 Direito_Legislacao CC 6 LARICE_NOGUEIRA_DE_ANDRADE S-55 O-30 ;0 circuitos_Digitais CC 2 VALERIA_ALVES_DA_SILVA S-55 O-30 ;
18h20;;40 Matematica_Discreta SI 2 EDMAR_HELL_KAMPKE S-55 O-40 ;;89 Empreendedorismo SI 8 Wendel S-55 O-40 ;;
19h10;;40 Matematica_Discreta SI 2 EDMAR_HELL_KAMPKE S-55 O-40 ;;89 Empreendedorismo SI 8 Wendel S-55 O-40 ;;
20h00;;;;;;
21h00;;;;;;
21h50;;;;;;
