;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;19 Teoria_Grafos CC 4 EDMAR_HELL_KAMPKE S-55 O-30 ;7 Algoritmos_Numericos CC 4 Prof_Algoritmos_Numericos S-55 O-30 ;;;
09h00;;19 Teoria_Grafos CC 4 EDMAR_HELL_KAMPKE S-55 O-30 ;7 Algoritmos_Numericos CC 4 Prof_Algoritmos_Numericos S-55 O-30 ;;;
10h00;;;;4 Informatica_e_Sociedade CC 2 LARICE_NOGUEIRA_DE_ANDRADE S-55 O-30 ;;
11h00;;;;4 Informatica_e_Sociedade CC 2 LARICE_NOGUEIRA_DE_ANDRADE S-55 O-30 ;;
13h30;;14 Linguagens_Formais_Automatos CC 4 JULIANA_PINHEIRO_CAMPOS S-55 O-30 ;6 Logica_Computacional CC 2 JULIANA_PINHEIRO_CAMPOS S-55 O-30 ;20 Teoria_Grafos CC 4 EDMAR_HELL_KAMPKE S-55 O-30 ;;
14h30;;14 Linguagens_Formais_Automatos CC 4 JULIANA_PINHEIRO_CAMPOS S-55 O-30 ;6 Logica_Computacional CC 2 JULIANA_PINHEIRO_CAMPOS S-55 O-30 ;20 Teoria_Grafos CC 4 EDMAR_HELL_KAMPKE S-55 O-30 ;;
15h30;;;;;;
16h30;;;;;;
18h20;;;;89 Empreendedorismo SI 8 Wendel S-55 O-40 ;;
19h10;;;;89 Empreendedorismo SI 8 Wendel S-55 O-40 ;;
20h00;;45 Arquitetura_de_Computadores SI 4 VALERIA_ALVES_DA_SILVA S-55 O-50 ;;;43 Teoria_Geral_Sistemas SI 2 SIMONE_DORNELAS_COSTA S-55 O-40 ;
21h00;;45 Arquitetura_de_Computadores SI 4 VALERIA_ALVES_DA_SILVA S-55 O-50 ;;;43 Teoria_Geral_Sistemas SI 2 SIMONE_DORNELAS_COSTA S-55 O-40 ;
21h50;;;;;;
