;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;;16 Otimizacao_Linear CC 4 GERALDO_REGIS_MAURI S-40 O-30 ;;
09h00;;;;16 Otimizacao_Linear CC 4 GERALDO_REGIS_MAURI S-40 O-30 ;;
10h00;12 Engenharia_de_Software CC 4 ANDRE S-40 O-30 ;10 Banco_de_Dados CC 4 LEANDRO S-40 O-30 ;32 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;27 Interface_Humano-Computador CC 6 SIMONE_DORNELAS_COSTA S-40 O-20 ;;
11h00;12 Engenharia_de_Software CC 4 ANDRE S-40 O-30 ;10 Banco_de_Dados CC 4 LEANDRO S-40 O-30 ;32 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;27 Interface_Humano-Computador CC 6 SIMONE_DORNELAS_COSTA S-40 O-20 ;;
13h30;79 Logica_e_Tecnica_de_Programacao GE 7 LEANDRO S-40 O-40 ;;35 Topicos_Especiais_Inteligencia_Artificial CC 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;;;
14h30;79 Logica_e_Tecnica_de_Programacao GE 7 LEANDRO S-40 O-40 ;;35 Topicos_Especiais_Inteligencia_Artificial CC 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;;;
15h30;23 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;33 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;24 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;;
16h30;23 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;33 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;24 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;;
18h20;53 Gerencia_de_Projeto_de_Software SI 6 ANDRE S-40 O-20 ;75 Programacao_I SI 1 ROMULO S-40 O-30 ;72 Programacao_I MA 1 ROMULO S-40 O-28 ;59 Metodos_de_Otimizacao SI 6 GERALDO_REGIS_MAURI S-40 O-20 ;58 Metodos_de_Otimizacao SI 6 GERALDO_REGIS_MAURI S-40 O-20 ;
19h10;53 Gerencia_de_Projeto_de_Software SI 6 ANDRE S-40 O-20 ;75 Programacao_I SI 1 ROMULO S-40 O-30 ;72 Programacao_I MA 1 ROMULO S-40 O-28 ;59 Metodos_de_Otimizacao SI 6 GERALDO_REGIS_MAURI S-40 O-20 ;58 Metodos_de_Otimizacao SI 6 GERALDO_REGIS_MAURI S-40 O-20 ;
20h00;;54 Gerencia_de_Projeto_de_Software SI 6 ANDRE S-40 O-20 ;63 Desenvolvimento_de_Sistemas_para_WEB SI 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-20 ;49 Estrutura_de_Dados_II SI 4 MARCELO S-40 O-30 ;;
21h00;;54 Gerencia_de_Projeto_de_Software SI 6 ANDRE S-40 O-20 ;63 Desenvolvimento_de_Sistemas_para_WEB SI 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-20 ;49 Estrutura_de_Dados_II SI 4 MARCELO S-40 O-30 ;;
21h50;;;;;;
