;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;;;;
09h00;;;;;;
10h00;;COM10133 Teoria_Grafos;COM10133 Teoria_Grafos;;;
11h00;;COM10133 Teoria_Grafos;COM10133 Teoria_Grafos;;;
13h30;;;;;;
14h30;;;;;;
15h30;;;;;;
16h30;;;;;;
18h20;;;;;;
19h10;;;;;;
20h00;;COM06851 Matematica_Discreta;;COM06851 Matematica_Discreta;;
21h00;;COM06851 Matematica_Discreta;;COM06851 Matematica_Discreta;;
21h50;;;;;;
