;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;;;;
09h00;;;;;;
10h00;;;;;;
11h00;;;;;;
13h30;;;COM10603 Direito_Legislacao;;;
14h30;;;COM10603 Direito_Legislacao;;;
15h30;;;COM06996 Informatica_e_Sociedade;;;
16h30;;;COM06996 Informatica_e_Sociedade;;;
18h20;;;;COM10603 Direito_Legislacao;COM10081 Metodologia_de_Pesquisa_em_Informatica;
19h10;;;;COM10603 Direito_Legislacao;COM10081 Metodologia_de_Pesquisa_em_Informatica;
20h00;;;;;;
21h00;;;;;;
21h50;;;;;;
